taxonID,scientificName,taxonRank,threatStatus,kingdom,phylum,class,order,family,establishmentMeans,scientific_std,matched_any,matched_grid10,matched_grid50,n_grids
urn:lsid:dyntaxa.se:Taxon:100022,Bufotes variabilis,species,VU,Animalia,Chordata,Amphibia,Anura,Bufonidae,native,bufotes variabilis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:152770,Buglossoporus pulvinus,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,"",buglossoporus pulvinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:471634,Buglossus quercinus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,"Agaricales, genera incertae sedis","",buglossus quercinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:89972,Bulgaria globosa,species,"",Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,"",bulgaria globosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100514,Bulgarica cana,species,VU,Animalia,Mollusca,Gastropoda,Stylommatophora,Clausiliidae,native,bulgarica cana,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:277845,Bulla acuminata,species,"",Animalia,Mollusca,Gastropoda,Cephalaspidea,Rhizoridae,"",bulla acuminata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:338758,Bulla quadrata,species,"",Animalia,Mollusca,Gastropoda,Cephalaspidea,Laonidae,"",bulla quadrata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:73014,Bunium flexuosum,species,"",Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,"",bunium flexuosum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:392775,Buprestis chrysostigma,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,"",buprestis chrysostigma,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100518,Buprestis splendens,species,RE,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,native,buprestis splendens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:392779,Buprestis variolosa,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,"",buprestis variolosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:144762,Burcardia globosa,species,"",Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,"",burcardia globosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:101591,Buszkoiana capnodactyla,species,VU,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,introduced,buszkoiana capnodactyla,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:127843,Buvatina obscurella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,"",buvatina obscurella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:127842,Buvatina stroemella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,"",buvatina stroemella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:116731,Byblis gaimardi,species,"",Animalia,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,"",byblis gaimardi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:153352,Byssocorticium lutescens,species,"",Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,"",byssocorticium lutescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102758,Cadulus subfusiformis,species,DD,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,native,cadulus subfusiformis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:465489,Caldesiella crinalis,species,"",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,"",caldesiella crinalis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:465518,Caldesiella ferruginosa,species,"",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,"",caldesiella ferruginosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:50202,Caldesiella italica,species,"",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,"",caldesiella italica,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2362,Calicium aciculare,species,"",Fungi,Ascomycota,Coniocybomycetes,Coniocybales,Coniocybaceae,"",calicium aciculare,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2127,Calicium amylocaule,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium amylocaule,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2124,Calicium curtum v. denigratum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium curtum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2115,Calicium curtum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium curtum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:226283,Calicium minutum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium minutum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:226292,Calicium nigronitidum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium nigronitidum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:226293,Calicium nigrum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium nigrum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:226282,Calicium nigrum var. minutum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium nigrum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:226281,Calicium nigrum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium nigrum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2126,Calicium schaereri,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium schaereri,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2598,Calicium sessile,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium sessile,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:13841,Calicium stigonellum,species,"",Fungi,Ascomycota,Eurotiomycetes,Mycocaliciales,Sphinctrinaceae,"",calicium stigonellum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2125,Calicium subquercinum,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,"",calicium subquercinum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2386,Calicium viridialbum,species,"",Fungi,Ascomycota,Eurotiomycetes,Mycocaliciales,Mycocaliciaceae,"",calicium viridialbum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:200457,Caliprobola speciosa,species,EN,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,native,caliprobola speciosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:128461,Callichiton achatinus,species,"",Animalia,Mollusca,Polyplacophora,Chitonida,Callochitonidae,"",callichiton achatinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100534,Callisthenes reticulatus,species,EN,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,native,callisthenes reticulatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:101575,Callisthenes reticulatus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",callisthenes reticulatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:27051,Callithamnion barbatum,species,"",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,"",callithamnion barbatum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:27049,Callithamnion mesocarpum,species,"",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,"",callithamnion mesocarpum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:27052,Callithamnion pluma,species,"",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,"",callithamnion pluma,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:128462,Callochiton laevis,species,"",Animalia,Mollusca,Polyplacophora,Chitonida,Callochitonidae,"",callochiton laevis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:225,Calogaya lobulata,species,CR,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,native,calogaya lobulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:249358,Calogaya lobulata,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",calogaya lobulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:228428,Caloplaca albolutescens,species,VU,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,native,caloplaca albolutescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2172,Caloplaca arenaria,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca arenaria,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:228401,Caloplaca atroalba,species,CR,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,native,caloplaca atroalba,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2151,Caloplaca baumgartneri,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca baumgartneri,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:130834,Caloplaca biatorina,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca biatorina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2185,Caloplaca boulyi,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca boulyi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2209,Caloplaca caeruleoatra,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca caeruleoatra,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:80243,Caloplaca coralliza,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca coralliza,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:138480,Caloplaca ferruginea,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca ferruginea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:138485,Caloplaca furfuracea,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca furfuracea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:138497,Caloplaca lobulata,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca lobulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:226,Caloplaca lucifuga,species,NT,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,native,caloplaca lucifuga,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:138499,Caloplaca luteoalba,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca luteoalba,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:138512,Caloplaca proteus,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca proteus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2798,Caloplaca schistidii,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca schistidii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:138521,Caloplaca suspiciosa,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca suspiciosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:138526,Caloplaca tristiuscula,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",caloplaca tristiuscula,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:228,Caloplaca ulcerosa,species,EN,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,native,caloplaca ulcerosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:467757,Caloporus cristatus,species,"",Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,"",caloporus cristatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:467808,Caloporus leucomelas,species,"",Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,"",caloporus leucomelas,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102586,Calositticus inexpectus,species,NT,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,native,calositticus inexpectus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100533,Calosoma auropunctatum,species,CR,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,native,calosoma auropunctatum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:66451,Calosoma maderae ssp. auropunctatum,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",calosoma maderae,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102489,Calyciphora albodactyla,species,VU,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,native,calyciphora albodactyla,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87198,Calypso borealis,species,"",Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,"",calypso borealis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:234,Camarophyllopsis atropuncta,species,NT,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,native,camarophyllopsis atropuncta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:153390,Camarophyllopsis foetens,speciesAggregate,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",camarophyllopsis foetens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:236,Camarophyllopsis hymenocephala,species,VU,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,native,camarophyllopsis hymenocephala,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:237,Camarophyllopsis micacea,species,NT,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,native,camarophyllopsis micacea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:295606,Camarophyllopsis phaeophylla,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",camarophyllopsis phaeophylla,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:295601,Camarophyllopsis phaeoxantha,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",camarophyllopsis phaeoxantha,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300883,Camarophyllus cinerellus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus cinerellus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300832,Camarophyllus colemannianus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus colemannianus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300869,Camarophyllus flavipes,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus flavipes,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:426546,Camarophyllus foetens,speciesAggregate,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",camarophyllus foetens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300673,Camarophyllus fornicatus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus fornicatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300685,Camarophyllus fornicatus var. clivalis,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus fornicatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300785,Camarophyllus fuscescens,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus fuscescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:473390,Camarophyllus hygrocyboides,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus hygrocyboides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:295604,Camarophyllus hymenocephalus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,"",camarophyllus hymenocephalus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300873,Camarophyllus lacmus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus lacmus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300249,Camarophyllus ovinus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus ovinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300823,Camarophyllus russocoriaceus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus russocoriaceus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300836,Camarophyllus subradiatus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus subradiatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300858,Camarophyllus subviolaceus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus subviolaceus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300795,Camarophyllus virgineus var. fuscescens,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",camarophyllus virgineus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:239,Camarops lutea,species,NT,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniaceae,native,camarops lutea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:240,Camarops pugillus,species,DD,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniaceae,native,camarops pugillus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:65097,Camelina glabrata,species,"",Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,"",camelina glabrata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358436,Cancer (Astacus) stellatus,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,"",cancer (astacus) stellatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:436840,Cancer (Gammarus) saltator,species,"",Animalia,Arthropoda,Malacostraca,Amphipoda,Talitridae,"",cancer (gammarus) saltator,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:443857,Cancer asper,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,"",cancer asper,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358205,Cancer aspera,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Majidae,"",cancer aspera,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:441182,Cancer astacus,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,"",cancer astacus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358131,Cancer cassivelaunus,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Corystidae,"",cancer cassivelaunus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358229,Cancer denticulata,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Pirimelidae,"",cancer denticulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358170,Cancer dorsettensis,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Inachidae,"",cancer dorsettensis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358182,Cancer phalangium,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Inachidae,"",cancer phalangium,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358282,Cancer pisum,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,"",cancer pisum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358121,Cancer rotundatus,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Atelecyclidae,"",cancer rotundatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358268,Cancer scutellata,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Thiidae,"",cancer scutellata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:115732,Cancer spinus,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,"",cancer spinus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:358227,Cancer trispinosus,species,"",Animalia,Arthropoda,Malacostraca,Decapoda,Geryonidae,"",cancer trispinosus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:3209,Candelabrochaete septocystidia,species,NT,Fungi,Basidiomycota,Agaricomycetes,Polyporales,"Polyporales, genera incertae sedis",native,candelabrochaete septocystidia,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:20090,Candelabrochaete septocystidiata,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,"Polyporales, genera incertae sedis","",candelabrochaete septocystidiata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2186,Candelariella luteoalba,species,"",Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,"",candelariella luteoalba,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:117580,Canis lagopus,species,"",Animalia,Chordata,Mammalia,Carnivora,Canidae,"",canis lagopus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:295531,Cantharellus ianthinoxanthus,species,"",Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,"",cantharellus ianthinoxanthus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:270996,Cantharellus morganii,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",cantharellus morganii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:270994,Cantharellus olidus,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,"",cantharellus olidus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:392840,Cantharis navale,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Lymexylidae,"",cantharis navale,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:392841,Cantharis navalis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Lymexylidae,"",cantharis navalis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90115,Cantharis violacea,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,"",cantharis violacea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:266156,Capsula sparganii,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,"",capsula sparganii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:392664,Carabus auropunctatus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",carabus auropunctatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:392662,Carabus crepitans,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",carabus crepitans,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:392674,Carabus reticulatus,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",carabus reticulatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:392701,Carabus tenebrioides,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,"",carabus tenebrioides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:316750,Cardium hauniense,species,"",Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,"",cardium hauniense,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:275987,Cardium humanus,species,"",Animalia,Mollusca,Bivalvia,Veneroida,Glossidae,"",cardium humanus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:40726,Carduelis chloris,species,"",Animalia,Chordata,Aves,Passeriformes,Fringillidae,"",carduelis chloris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:40730,Carduelis flavirostris,species,"",Animalia,Chordata,Aves,Passeriformes,Fringillidae,"",carduelis flavirostris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87612,Carex aristata,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,"",carex aristata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87703,Carex emasculata,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,"",carex emasculata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:259,Carex hartmanii,species,VU,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,native,carex hartmanii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87741,Carex hepburnii,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,"",carex hepburnii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87705,Carex hornschuchiana,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,"",carex hornschuchiana,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87737,Carex incurva,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,"",carex incurva,FALSE,FALSE,FALSE,0
