taxonID,scientificName,taxonRank,threatStatus,kingdom,phylum,class,order,family,establishmentMeans,scientific_std,matched_any,matched_grid10,matched_grid50,n_grids
urn:lsid:dyntaxa.se:TaxonName:14160,Agyrophora subglabra,species,"",Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,"",agyrophora subglabra,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90622,Aira setacea,species,"",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,"",aira setacea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129934,Alauda alpestris,species,"",Animalia,Chordata,Aves,Passeriformes,Alaudidae,"",alauda alpestris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:130035,Alauda campestris,species,"",Animalia,Chordata,Aves,Passeriformes,Motacillidae,"",alauda campestris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129935,Alauda cristata,species,"",Animalia,Chordata,Aves,Passeriformes,Alaudidae,"",alauda cristata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:19,Albatrellus cristatus,species,EN,Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,native,albatrellus cristatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:148122,Albatrellus cristatus,species,"",Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,"",albatrellus cristatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:300913,Albatrellus similis,species,"",Fungi,Basidiomycota,Agaricomycetes,Russulales,Albatrellaceae,"",albatrellus similis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129809,Alca arctica,species,"",Animalia,Chordata,Aves,Charadriiformes,Alcidae,"",alca arctica,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129807,Alca Grylle,species,"",Animalia,Chordata,Aves,Charadriiformes,Alcidae,"",alca grylle,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:65458,Alchemilla microcarpa,species,"",Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"",alchemilla microcarpa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:1849,Alchemilla taernaënsis,species,NT,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,native,alchemilla taernaënsis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:65424,Alchemilla transpolaris,species,"",Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,"",alchemilla transpolaris,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:218204,Alderia modesta,species,DD,Animalia,Mollusca,Gastropoda,"",Limapontiidae,native,alderia modesta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:246617,Alecto sarsii,species,"",Animalia,Echinodermata,Crinoidea,Comatulida,Antedonidae,"",alecto sarsii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2067,Alectoria altaica,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"",alectoria altaica,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2041,Alectoria bicolor,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"",alectoria bicolor,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2070,Alectoria lanea,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"",alectoria lanea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2066,Alectoria nadvornikiana,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"",alectoria nadvornikiana,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2069,Alectoria nitidula,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"",alectoria nitidula,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2072,Alectoria smithii,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"",alectoria smithii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2068,Alectoria spinulosa,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"",alectoria spinulosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:2075,Alectoria tenuis,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,"",alectoria tenuis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:9409,Alectoria thrausta,species,"",Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,"",alectoria thrausta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:77985,Alectorolophus apterus,subspecies,"",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,"",alectorolophus apterus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125415,Aleuonota gracilenta,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,"",aleuonota gracilenta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:125416,Aleuonota rufotestacea,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,"",aleuonota rufotestacea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:148130,Aleuria rhenana,species,"",Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,"",aleuria rhenana,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:89981,Aleuria unicolor,species,"",Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,"",aleuria unicolor,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:467076,Aleurocorticium griseocanum,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,"Agaricales, genera incertae sedis","",aleurocorticium griseocanum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:148134,Aleurodiscus fennicus,species,"",Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,"",aleurodiscus fennicus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87394,Alisma arcuatum,species,"",Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,"",alisma arcuatum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87396,Alisma graminifolium,species,"",Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,"",alisma graminifolium,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87397,Alisma loeselii,species,"",Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,"",alisma loeselii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:87418,Alisma natans,species,"",Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,"",alisma natans,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:17841,Allium senescens,species,"",Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,"",allium senescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:292953,Alloclemensia quadrimaculella,species,"",Animalia,Arthropoda,Insecta,Lepidoptera,Incurvariidae,"",alloclemensia quadrimaculella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:143646,Allopauropus helveticus,species,"",Animalia,Arthropoda,Pauropoda,Tetramerocerata,Pauropodidae,"",allopauropus helveticus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:143647,Allopauropus multiplex,species,"",Animalia,Arthropoda,Pauropoda,Tetramerocerata,Pauropodidae,"",allopauropus multiplex,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:143649,Allopauropus tenellus,species,"",Animalia,Arthropoda,Pauropoda,Tetramerocerata,Pauropodidae,"",allopauropus tenellus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:143650,Allopauropus verticillatus,species,"",Animalia,Arthropoda,Pauropoda,Tetramerocerata,Pauropodidae,"",allopauropus verticillatus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:47124,Alopex lagopus,species,"",Animalia,Chordata,Mammalia,Carnivora,Canidae,"",alopex lagopus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:152974,Alpova cinnamomeus,species,"",Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,"",alpova cinnamomeus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58723,Alsine hirta,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,"",alsine hirta,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58720,Alsine rubella,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,"",alsine rubella,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58728,Alsine tenuifolia,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,"",alsine tenuifolia,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58721,Alsine verna var. hirta,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,"",alsine verna,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58727,Alsine viscosa,species,"",Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,"",alsine viscosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:116186,Alvania abyssicola,species,"",Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,"",alvania abyssicola,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:81,Alvania beani,species,"",Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,"",alvania beani,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:65020,Alyssum calycinum,species,"",Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,"",alyssum calycinum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:243896,Alyssum campestre,species,"",Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,"",alyssum campestre,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:119371,Amanita aspera var. franchetii,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,"",amanita aspera,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:79796,Amanita aspera,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,"",amanita aspera,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:79794,Amanita inaurata,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,"",amanita inaurata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:119444,Amanita inaurata,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,"",amanita inaurata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:79795,Amanita strangulata,species,"",Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,"",amanita strangulata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:154586,Amaroucium pallidum,species,"",Animalia,Chordata,"",Aplousobranchiata,Polyclinidae,"",amaroucium pallidum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:862,Amaurodon mustialaënsis,species,DD,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,native,amaurodon mustialaënsis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:246507,Amblystegiella confervoides,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,"",amblystegiella confervoides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:145191,Amblystegium confervoides,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,"",amblystegium confervoides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:223609,Amblystegium confervoides,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,"",amblystegium confervoides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:223469,Amblystegium longicuspis,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,"",amblystegium longicuspis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:223366,Amblystegium molle var. alpinum,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,"",amblystegium molle,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:223435,Amblystegium montanum,species,"",Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,"",amblystegium montanum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25256,Ampedus borealis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",ampedus borealis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100262,Ampedus elegantulus,species,RE,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,native,ampedus elegantulus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:106157,Ampedus nemoralis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",ampedus nemoralis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25257,Ampedus sorsakoskii,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",ampedus sorsakoskii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100270,Ampedus suecicus,species,VU,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,native,ampedus suecicus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25754,Ampedus triangularis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,"",ampedus triangularis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:78483,Ampelisca aquaicornis,species,"",Animalia,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,"",ampelisca aquaicornis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:435647,Ampelisca gaimardii,species,"",Animalia,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,"",ampelisca gaimardii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:130081,Amphicteis fragilis,species,"",Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,"",amphicteis fragilis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:80975,Amphicyllus globiformis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,"",amphicyllus globiformis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25226,Amphimallon ochraceum,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,"",amphimallon ochraceum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:2992,Amphinema diadema,species,DD,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,native,amphinema diadema,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:200846,Amphipauropus rhenanus,species,DD,Animalia,Arthropoda,Pauropoda,Tetramerocerata,Pauropodidae,native,amphipauropus rhenanus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:247550,Amphipholis lineata,species,"",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,"",amphipholis lineata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:247549,Amphipholis tenera,species,"",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,"",amphipholis tenera,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:247556,Amphipholis tenuispina,species,"",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,"",amphipholis tenuispina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:130110,Amphitrite nesidensis,species,"",Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,"",amphitrite nesidensis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:247498,Amphiura balli,species,"",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,"",amphiura balli,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:160730,Amphiura brachiata,species,"",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,"",amphiura brachiata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:247690,Amphiura norvegica,species,"",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphilepididae,"",amphiura norvegica,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:157665,Amphoroblastia allobata,species,"",Fungi,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,"",amphoroblastia allobata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:335192,Amylocorticium cremeoisabellinum,species,"",Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Amylocorticiaceae,"",amylocorticium cremeoisabellinum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:148172,Amylocorticium laceratum,species,"",Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,"",amylocorticium laceratum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:152592,Amylocystis lapponicus,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Dacryobolaceae,"",amylocystis lapponicus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:299916,Amyloporia crassa,species,"",Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,"",amyloporia crassa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:335037,Amylosporomyces subasperisporus,species,"",Fungi,Basidiomycota,Agaricomycetes,Russulales,"Russulales, genera incertae sedis","",amylosporomyces subasperisporus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:350423,Anabaena intricata,species,"",Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,"",anabaena intricata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:350363,Anabaena rufescens,species,"",Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,"",anabaena rufescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:29743,Anagallis minima,species,"",Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,"",anagallis minima,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:6188,Anaptychia speciosa,species,"",Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,"",anaptychia speciosa,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:40357,Anas clypeata,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas clypeata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129592,Anas erythropus,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas erythropus,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129622,Anas ferina,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas ferina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129636,Anas fusca,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas fusca,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129632,Anas hyemalis,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas hyemalis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129626,Anas Marila,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas marila,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129628,Anas mollissima,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas mollissima,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:40350,Anas penelope,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas penelope,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:40356,Anas querquedula,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas querquedula,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:129604,Anas Tadorna,species,"",Animalia,Chordata,Aves,Anseriformes,Anatidae,"",anas tadorna,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102167,Anaspis garneysi,species,DD,Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,native,anaspis garneysi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:144917,Anastrophyllum cavifolium,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Anastrophyllaceae,"",anastrophyllum cavifolium,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:144918,Anastrophyllum hellerianum,species,"",Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Anastrophyllaceae,"",anastrophyllum hellerianum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:55,Anastrophyllum sphenoloboides,species,DD,Plantae,Marchantiophyta,Marchantiopsida,Jungermanniales,Anastrophyllaceae,native,anastrophyllum sphenoloboides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:95947,Ancistronycha cyanipennis,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,"",ancistronycha cyanipennis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:25265,Ancistronycha violacea,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,"",ancistronycha violacea,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:103096,Andrena batava,species,VU,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,native,andrena batava,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:103124,Andrena bluethgeni,species,EN,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,native,andrena bluethgeni,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:325632,Andrena decorata,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"",andrena decorata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:103125,Andrena morawitzi,species,CR,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,native,andrena morawitzi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:102673,Andrena nigrospina,species,VU,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,native,andrena nigrospina,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:324224,Andrena pillichi,species,"",Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,"",andrena pillichi,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100289,Andrenosoma atrum,species,RE,Animalia,Arthropoda,Insecta,Diptera,Asilidae,native,andrenosoma atrum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:77244,Andromeda calyculata,species,"",Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,"",andromeda calyculata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:225875,Anema notarisii,species,"",Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,"",anema notarisii,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:48301,Anemone patens,species,"",Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,"",anemone patens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:58973,Anemone pulsatilla,species,"",Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,"",anemone pulsatilla,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:104615,Anemone pulsatilla ssp. gotlandica,subspecies,"",Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,"",anemone pulsatilla,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:104618,Anemone pulsatilla subsp. gotlandica,subspecies,"",Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,"",anemone pulsatilla,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:70095,Anemone vernalis,species,"",Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,"",anemone vernalis,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:13145,Anisocycla nitidissima,species,"",Animalia,Mollusca,Gastropoda,"",Murchisonellidae,"",anisocycla nitidissima,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:Taxon:100292,Anisodactylus poeciloides,species,RE,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,native,anisodactylus poeciloides,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:412869,Anitys cognata,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,"",anitys cognata,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:90065,Anobium confusum,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,"",anobium confusum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:102111,Anobium costatum,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,"",anobium costatum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:102112,Anobium fulvicorne,species,"",Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,"",anobium fulvicorne,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:279949,Anoectangium striatum,species,"",Plantae,Bryophyta,Bryopsida,Hedwigiales,Hedwigiaceae,"",anoectangium striatum,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:148179,Anomoporia albolutescens,species,"",Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Amylocorticiaceae,"",anomoporia albolutescens,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:152595,Anomoporia ambigua,species,"",Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Amylocorticiaceae,"",anomoporia ambigua,FALSE,FALSE,FALSE,0
urn:lsid:dyntaxa.se:TaxonName:79806,Anomoporia myceliosa,species,"",Fungi,Basidiomycota,Agaricomycetes,Amylocorticiales,Amylocorticiaceae,"",anomoporia myceliosa,FALSE,FALSE,FALSE,0
