taxonID,scientificName,taxonRank,threatStatus,family,order,priority,n_cells_10km,n_cells_50km,total_occ_10km
urn:lsid:dyntaxa.se:Taxon:720,Gomphus clavatus,species,VU,Gomphaceae,Gomphales,Threatened - Poorly Sampled,1,1,3878
urn:lsid:dyntaxa.se:Taxon:220787,Goodyera repens,species,VU,Orchidaceae,Asparagales,Threatened - Poorly Sampled,1,1,105392
urn:lsid:dyntaxa.se:Taxon:100775,Grapholita caecana,species,VU,Tortricidae,Lepidoptera,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:1818,Gregorella humida,species,VU,Arctomiaceae,Baeomycetales,Threatened - Poorly Sampled,1,1,57
urn:lsid:dyntaxa.se:Taxon:2492,Grimmia alpestris,species,VU,Grimmiaceae,Grimmiales,Threatened - Poorly Sampled,1,1,21
urn:lsid:dyntaxa.se:Taxon:724,Grimmia atrata,species,VU,Grimmiaceae,Grimmiales,Threatened - Poorly Sampled,1,1,52
urn:lsid:dyntaxa.se:Taxon:1762,Grimmia tergestina,species,VU,Grimmiaceae,Grimmiales,Threatened - Poorly Sampled,1,1,173
urn:lsid:dyntaxa.se:Taxon:101009,Gronops lunatus,species,VU,Curculionidae,Coleoptera,Threatened - Poorly Sampled,1,1,116
urn:lsid:dyntaxa.se:Taxon:101012,Grypus brunnirostris,species,VU,Erirhinidae,Coleoptera,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:218153,Gulenia borealis,species,VU,Coryphellidae,Nudibranchia,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:6033041,Gulenia monicae,species,VU,Coryphellidae,Nudibranchia,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:100066,Gulo gulo,species,VU,Mustelidae,Carnivora,Threatened - Poorly Sampled,1,1,2145
urn:lsid:dyntaxa.se:Taxon:1144,Gyalecta carneola,species,VU,Gyalectaceae,Ostropales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:734,Gyalecta flotowii,species,VU,Gyalectaceae,Ostropales,Threatened - Poorly Sampled,1,1,2137
urn:lsid:dyntaxa.se:Taxon:735,Gyalecta friesii,species,VU,Gyalectaceae,Ostropales,Threatened - Poorly Sampled,1,1,110
urn:lsid:dyntaxa.se:Taxon:737,Gyalecta truncigena,species,VU,Gyalectaceae,Ostropales,Threatened - Poorly Sampled,1,1,1473
urn:lsid:dyntaxa.se:Taxon:738,Gyalecta ulmi,species,VU,Gyalectaceae,Ostropales,Threatened - Poorly Sampled,1,1,5609
urn:lsid:dyntaxa.se:Taxon:1021,Gymnomitrion revolutum,species,VU,Gymnomitriaceae,Jungermanniales,Threatened - Poorly Sampled,1,1,16
urn:lsid:dyntaxa.se:Taxon:249379,Gymnopus brassicolens,species,VU,Omphalotaceae,Agaricales,Threatened - Poorly Sampled,1,1,29
urn:lsid:dyntaxa.se:Taxon:395,Gymnopus hariolorum,species,VU,Omphalotaceae,Agaricales,Threatened - Poorly Sampled,1,1,41
urn:lsid:dyntaxa.se:Taxon:750,Gyromitra sphaerospora,species,VU,Discinaceae,Pezizales,Threatened - Poorly Sampled,1,1,46
urn:lsid:dyntaxa.se:Taxon:252386,Gyromitra splendida,species,VU,Discinaceae,Pezizales,Threatened - Poorly Sampled,1,1,66
urn:lsid:dyntaxa.se:Taxon:101030,Hadena filograna,species,VU,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,150
urn:lsid:dyntaxa.se:Taxon:250163,Hadena filograna estonica,subspecies,VU,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,150
urn:lsid:dyntaxa.se:Taxon:250164,Hadena filograna xanthocyanea,subspecies,VU,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,150
urn:lsid:dyntaxa.se:Taxon:102449,Hadena irregularis,species,VU,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,103
urn:lsid:dyntaxa.se:Taxon:216169,Hadena perplexa,species,VU,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,1776
urn:lsid:dyntaxa.se:Taxon:101032,Hadrobregmus confusus,species,VU,Ptinidae,Coleoptera,Threatened - Poorly Sampled,1,1,74
urn:lsid:dyntaxa.se:Taxon:102082,Haematopota subcylindrica,species,VU,Tabanidae,Diptera,Threatened - Poorly Sampled,1,1,13
urn:lsid:dyntaxa.se:Taxon:753,Halimione pedunculata,species,VU,Amaranthaceae,Caryophyllales,Threatened - Poorly Sampled,1,1,1323
urn:lsid:dyntaxa.se:Taxon:217847,Halipteris finmarchica,species,VU,Halipteridae,Pennatulacea,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:6040095,"Hamatocaulis vernicosus, southern cryptic species",unranked,VU,Calliergonaceae,Hypnales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:101037,Hamearis lucina,species,VU,Riodinidae,Lepidoptera,Threatened - Poorly Sampled,1,1,1475
urn:lsid:dyntaxa.se:Taxon:102913,Hanleya hanleyi,species,VU,Hanleyidae,Lepidopleurida,Threatened - Poorly Sampled,1,1,85
urn:lsid:dyntaxa.se:Taxon:760,Haploporus odorus,species,VU,Polyporaceae,Polyporales,Threatened - Poorly Sampled,1,1,6823
urn:lsid:dyntaxa.se:Taxon:101048,Harpalus froelichii,species,VU,Carabidae,Coleoptera,Threatened - Poorly Sampled,1,1,153
urn:lsid:dyntaxa.se:Taxon:102262,Harpalus luteicornis,species,VU,Carabidae,Coleoptera,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:101051,Harpalus melancholicus,species,VU,Carabidae,Coleoptera,Threatened - Poorly Sampled,1,1,121
urn:lsid:dyntaxa.se:Taxon:102265,Harpalus picipennis,species,VU,Carabidae,Coleoptera,Threatened - Poorly Sampled,1,1,125
urn:lsid:dyntaxa.se:Taxon:102266,Harpalus subcylindricus,species,VU,Carabidae,Coleoptera,Threatened - Poorly Sampled,1,1,90
urn:lsid:dyntaxa.se:Taxon:848,Hastodontia halonata,species,VU,Hymenochaetaceae,Hymenochaetales,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:102852,Hathrometra tenella,species,VU,Antedonidae,Comatulida,Threatened - Poorly Sampled,1,1,47
urn:lsid:dyntaxa.se:Taxon:102852,Hathrometra tenella,species,VU,Antedonidae,Comatulida,Threatened - Poorly Sampled,1,1,116
urn:lsid:dyntaxa.se:Taxon:6006182,Hedwigia striata,species,VU,Hedwigiaceae,Hedwigiales,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:224417,Helianthemum nummularium subsp. obscurum,subspecies,VU,Cistaceae,Malvales,Threatened - Poorly Sampled,1,1,17402
urn:lsid:dyntaxa.se:Taxon:762,Helichrysum arenarium,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,6735
urn:lsid:dyntaxa.se:Taxon:102451,Heliodines roesella,species,VU,Heliodinidae,Lepidoptera,Threatened - Poorly Sampled,1,1,537
urn:lsid:dyntaxa.se:Taxon:101057,Heliothis viriplaca,species,VU,Noctuidae,Lepidoptera,Threatened - Poorly Sampled,1,1,410
urn:lsid:dyntaxa.se:Taxon:101059,Helophorus redtenbacheri,species,VU,Helophoridae,Coleoptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:79,Helosciadium inundatum,species,VU,Apiaceae,Apiales,Threatened - Poorly Sampled,1,1,1657
urn:lsid:dyntaxa.se:Taxon:767,Helvella lactea,species,VU,Helvellaceae,Pezizales,Threatened - Poorly Sampled,1,1,14
urn:lsid:dyntaxa.se:Taxon:154,Hemileccinum impolitum,species,VU,Boletaceae,Boletales,Threatened - Poorly Sampled,1,1,369
urn:lsid:dyntaxa.se:Taxon:218203,Hermaea bifida,species,VU,Hermaeidae,"",Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:770,Herminium monorchis,species,VU,Orchidaceae,Asparagales,Threatened - Poorly Sampled,1,1,4876
urn:lsid:dyntaxa.se:Taxon:218167,Hero formosa,species,VU,Heroidae,Nudibranchia,Threatened - Poorly Sampled,1,1,50
urn:lsid:dyntaxa.se:Taxon:232265,Hesperia comma catena,subspecies,VU,Hesperiidae,Lepidoptera,Threatened - Poorly Sampled,1,1,8753
urn:lsid:dyntaxa.se:Taxon:101072,Heterocordylus leptocerus,species,VU,Miridae,Hemiptera,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:772,Heterodermia speciosa,species,VU,Physciaceae,Caliciales,Threatened - Poorly Sampled,1,1,345
urn:lsid:dyntaxa.se:Taxon:215744,Heterothera serraria,species,VU,Geometridae,Lepidoptera,Threatened - Poorly Sampled,1,1,164
urn:lsid:dyntaxa.se:Taxon:231479,Hieracium accrescens,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,13
urn:lsid:dyntaxa.se:Taxon:231480,Hieracium acidotum,species,VU,Asteraceae,Asterales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:231484,Hieracium acudentulum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,16
urn:lsid:dyntaxa.se:Taxon:231190,Hieracium adampliatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,61
urn:lsid:dyntaxa.se:Taxon:231191,Hieracium adiposum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,43
urn:lsid:dyntaxa.se:Taxon:231490,Hieracium aethalodes,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,17
urn:lsid:dyntaxa.se:Taxon:231494,Hieracium albiduliforme,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,27
urn:lsid:dyntaxa.se:Taxon:231497,Hieracium albovittatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,59
urn:lsid:dyntaxa.se:Taxon:231497,Hieracium albovittatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,13
urn:lsid:dyntaxa.se:Taxon:251276,Hieracium argentarium,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:251279,Hieracium arnoldii,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,41
urn:lsid:dyntaxa.se:Taxon:231531,Hieracium asemum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,13
urn:lsid:dyntaxa.se:Taxon:251277,Hieracium askii,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,31
urn:lsid:dyntaxa.se:Taxon:231532,Hieracium asteroloma,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,6
urn:lsid:dyntaxa.se:Taxon:231533,Hieracium aterrimum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,42
urn:lsid:dyntaxa.se:Taxon:231216,Hieracium barrimum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,6
urn:lsid:dyntaxa.se:Taxon:231216,Hieracium barrimum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,42
urn:lsid:dyntaxa.se:Taxon:231548,Hieracium bergstroemii,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:231550,Hieracium bicurvum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:231221,Hieracium bogense,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,34
urn:lsid:dyntaxa.se:Taxon:231554,Hieracium brachythysanum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,34
urn:lsid:dyntaxa.se:Taxon:231226,Hieracium caespiticola,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,2
urn:lsid:dyntaxa.se:Taxon:231568,Hieracium caliginosum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,165
urn:lsid:dyntaxa.se:Taxon:231569,Hieracium calliglaucum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,41
urn:lsid:dyntaxa.se:Taxon:231228,Hieracium campylodon,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,45
urn:lsid:dyntaxa.se:Taxon:231576,Hieracium canitiosum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,47
urn:lsid:dyntaxa.se:Taxon:231230,Hieracium canovittatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,27
urn:lsid:dyntaxa.se:Taxon:231231,Hieracium carnosiceps,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,22
urn:lsid:dyntaxa.se:Taxon:231232,Hieracium causiatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:231234,Hieracium chloocranum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,16
urn:lsid:dyntaxa.se:Taxon:231236,Hieracium chloroleucum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231592,Hieracium chloromaurum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,44
urn:lsid:dyntaxa.se:Taxon:231238,Hieracium chrysophorum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,14
urn:lsid:dyntaxa.se:Taxon:231599,Hieracium cinereotectum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,40
urn:lsid:dyntaxa.se:Taxon:231604,Hieracium comanticeps,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,15
urn:lsid:dyntaxa.se:Taxon:231239,Hieracium complexum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:231243,Hieracium coniceps,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,23
urn:lsid:dyntaxa.se:Taxon:231243,Hieracium coniceps,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,2
urn:lsid:dyntaxa.se:Taxon:231245,Hieracium conspectum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,32
urn:lsid:dyntaxa.se:Taxon:231619,Hieracium crenosum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,26
urn:lsid:dyntaxa.se:Taxon:231250,Hieracium cunctans,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,81
urn:lsid:dyntaxa.se:Taxon:231631,Hieracium dalecarlicum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,35
urn:lsid:dyntaxa.se:Taxon:231634,Hieracium dasytomum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,20
urn:lsid:dyntaxa.se:Taxon:231636,Hieracium decorans,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231645,Hieracium dentifolium,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,156
urn:lsid:dyntaxa.se:Taxon:6033367,Hieracium depilatiforme,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:266140,Hieracium diodontum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,21
urn:lsid:dyntaxa.se:Taxon:231649,Hieracium diphyllum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:231264,Hieracium dolichorhachis,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,31
urn:lsid:dyntaxa.se:Taxon:267051,Hieracium drimyodon,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:231657,Hieracium durum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,16
urn:lsid:dyntaxa.se:Taxon:231266,Hieracium ebenarium,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231267,Hieracium epicrocifolium,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231269,Hieracium erithallum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,19
urn:lsid:dyntaxa.se:Taxon:231668,Hieracium eumeces,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,28
urn:lsid:dyntaxa.se:Taxon:231274,Hieracium exsulans,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,24
urn:lsid:dyntaxa.se:Taxon:266130,Hieracium falcifolium,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231677,Hieracium farinaceum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,13
urn:lsid:dyntaxa.se:Taxon:231280,Hieracium fraudulentum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:231690,Hieracium gerontocephalum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231692,Hieracium glandulosissimum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,95
urn:lsid:dyntaxa.se:Taxon:251462,Hieracium gracilifrons,species,VU,Asteraceae,Asterales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:231697,Hieracium grandifoliatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,42
urn:lsid:dyntaxa.se:Taxon:231702,Hieracium guttatifrons,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,8
urn:lsid:dyntaxa.se:Taxon:231288,Hieracium hemidiaphanum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,30
urn:lsid:dyntaxa.se:Taxon:6021640,Hieracium hemimaculatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:266128,Hieracium hilare,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,12
urn:lsid:dyntaxa.se:Taxon:231717,Hieracium hypomallum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,25
urn:lsid:dyntaxa.se:Taxon:231291,Hieracium hypoprasinum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:231722,Hieracium incrassans,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,47
urn:lsid:dyntaxa.se:Taxon:231722,Hieracium incrassans,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,42
urn:lsid:dyntaxa.se:Taxon:231298,Hieracium insertum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,27
urn:lsid:dyntaxa.se:Taxon:231727,Hieracium integratifrons,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,66
urn:lsid:dyntaxa.se:Taxon:231730,Hieracium intercedens,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:231302,Hieracium isonomoum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,3
urn:lsid:dyntaxa.se:Taxon:231737,Hieracium itharophyton,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,20
urn:lsid:dyntaxa.se:Taxon:231742,Hieracium juelii,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,32
urn:lsid:dyntaxa.se:Taxon:231742,Hieracium juelii,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:231306,Hieracium kemiticum,species,VU,Asteraceae,Asterales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:231307,Hieracium koepingense,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,10
urn:lsid:dyntaxa.se:Taxon:231752,Hieracium latidens,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,3
urn:lsid:dyntaxa.se:Taxon:231312,Hieracium leiocranum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,17
urn:lsid:dyntaxa.se:Taxon:231760,Hieracium leurolonchum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,7
urn:lsid:dyntaxa.se:Taxon:266283,Hieracium luculentorum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,15
urn:lsid:dyntaxa.se:Taxon:231324,Hieracium ludoviciense,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:231326,Hieracium lugubre,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,158
urn:lsid:dyntaxa.se:Taxon:231771,Hieracium luzuleti,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:231779,Hieracium macrurum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:6021641,Hieracium maculato-ornatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,16
urn:lsid:dyntaxa.se:Taxon:231332,Hieracium malacophyllum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,19
urn:lsid:dyntaxa.se:Taxon:231787,Hieracium mallopodum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,47
urn:lsid:dyntaxa.se:Taxon:231790,Hieracium manotrichum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,16
urn:lsid:dyntaxa.se:Taxon:231795,Hieracium maurostylum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231796,Hieracium mediiforme,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,23
urn:lsid:dyntaxa.se:Taxon:231339,Hieracium metaliceps,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,33
urn:lsid:dyntaxa.se:Taxon:231802,Hieracium microcodon,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,25
urn:lsid:dyntaxa.se:Taxon:231813,Hieracium mucroniferum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,10
urn:lsid:dyntaxa.se:Taxon:231818,Hieracium myrtillinum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:231345,Hieracium naevosiforme,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,21
urn:lsid:dyntaxa.se:Taxon:231823,Hieracium neoserratifrons,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,110
urn:lsid:dyntaxa.se:Taxon:231826,Hieracium nigricanticeps,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,31
urn:lsid:dyntaxa.se:Taxon:231840,Hieracium obellipticum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,10
urn:lsid:dyntaxa.se:Taxon:231350,Hieracium obrigens,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231848,Hieracium obtusoserratum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,60
urn:lsid:dyntaxa.se:Taxon:251464,Hieracium oestmanii,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,1
urn:lsid:dyntaxa.se:Taxon:231352,Hieracium oinopolepis,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,42
urn:lsid:dyntaxa.se:Taxon:231860,Hieracium oligopolium,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,19
urn:lsid:dyntaxa.se:Taxon:231864,Hieracium opeatodontum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,80
urn:lsid:dyntaxa.se:Taxon:231359,Hieracium opochlorum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,9
urn:lsid:dyntaxa.se:Taxon:231363,Hieracium orsense,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,14
urn:lsid:dyntaxa.se:Taxon:231364,Hieracium orthocolon,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,18
urn:lsid:dyntaxa.se:Taxon:231365,Hieracium paeminosum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,34
urn:lsid:dyntaxa.se:Taxon:231895,Hieracium perexpansum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,20
urn:lsid:dyntaxa.se:Taxon:231370,Hieracium pexum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,36
urn:lsid:dyntaxa.se:Taxon:231371,Hieracium phaedrophyllum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,45
urn:lsid:dyntaxa.se:Taxon:231372,Hieracium phaeodermum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,14
urn:lsid:dyntaxa.se:Taxon:231374,Hieracium phaliotrichum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,11
urn:lsid:dyntaxa.se:Taxon:231375,Hieracium pholidotum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,24
urn:lsid:dyntaxa.se:Taxon:231376,Hieracium phrygionium,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,6
urn:lsid:dyntaxa.se:Taxon:231913,Hieracium platyanthelum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:231923,Hieracium polycritum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,2
urn:lsid:dyntaxa.se:Taxon:231930,Hieracium porphyrostictum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,10
urn:lsid:dyntaxa.se:Taxon:266118,Hieracium praecellans,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,3
urn:lsid:dyntaxa.se:Taxon:231386,Hieracium praepilulatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,57
urn:lsid:dyntaxa.se:Taxon:231387,Hieracium praeviride,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,17
urn:lsid:dyntaxa.se:Taxon:251811,Hieracium praviforme,species,VU,Asteraceae,Asterales,Threatened - Not in GBIF,,,
urn:lsid:dyntaxa.se:Taxon:231937,Hieracium pravifrons,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,33
urn:lsid:dyntaxa.se:Taxon:231391,Hieracium prolatescens,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,24
urn:lsid:dyntaxa.se:Taxon:231944,Hieracium proversum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,25
urn:lsid:dyntaxa.se:Taxon:231951,Hieracium pseudolaeticeps,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,22
urn:lsid:dyntaxa.se:Taxon:231394,Hieracium pseudoplicatum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,24
urn:lsid:dyntaxa.se:Taxon:231953,Hieracium pseudoringselense,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,5
urn:lsid:dyntaxa.se:Taxon:231961,Hieracium ptilophorum,species,VU,Asteraceae,Asterales,Threatened - Poorly Sampled,1,1,16
