grid,eeacellcode,last_ym,staleness_months,total_occurrences,priority_reason
grid10km,10kmE498N486,1970-07-01,666,5,Not sampled in 55.5 years
grid10km,10kmE456N487,1970-07-01,666,10,Not sampled in 55.5 years
grid10km,10kmE502N480,1970-07-01,666,3,Not sampled in 55.5 years
grid10km,10kmE481N516,1970-08-01,665,10,Not sampled in 55.4 years
grid10km,10kmE483N512,1970-08-01,665,12,Not sampled in 55.4 years
grid10km,10kmE487N508,1970-08-01,665,8,Not sampled in 55.4 years
grid10km,10kmE480N513,1970-08-01,665,13,Not sampled in 55.4 years
grid10km,10kmE441N450,1970-08-01,665,33,Not sampled in 55.4 years
grid10km,10kmE490N500,1970-08-01,665,9,Not sampled in 55.4 years
grid10km,10kmE495N494,1970-08-01,665,1,Not sampled in 55.4 years
grid10km,10kmE443N426,1970-09-01,664,5,Not sampled in 55.3 years
grid10km,10kmE494N489,1971-06-01,655,48,Not sampled in 54.6 years
grid10km,10kmE495N489,1971-06-01,655,30,Not sampled in 54.6 years
grid10km,10kmE463N504,1971-06-01,655,2,Not sampled in 54.6 years
grid10km,10kmE468N508,1971-07-01,654,82,Not sampled in 54.5 years
grid10km,10kmE458N489,1971-07-01,654,17,Not sampled in 54.5 years
grid10km,10kmE493N494,1971-07-01,654,7,Not sampled in 54.5 years
grid10km,10kmE494N498,1971-07-01,654,4,Not sampled in 54.5 years
grid10km,10kmE492N502,1971-07-01,654,7,Not sampled in 54.5 years
grid10km,10kmE461N509,1971-07-01,654,1,Not sampled in 54.5 years
grid10km,10kmE451N480,1971-08-01,653,6,Not sampled in 54.4 years
grid10km,10kmE449N477,1971-08-01,653,28,Not sampled in 54.4 years
grid10km,10kmE450N475,1971-08-01,653,33,Not sampled in 54.4 years
grid10km,10kmE444N416,1971-08-01,653,7,Not sampled in 54.4 years
grid10km,10kmE482N513,1971-09-01,652,9,Not sampled in 54.3 years
